01) Què es considera una contrasenya robusta?, a) Aquella amb més de 5 caràcters., b) Aquella que té números; majúscules; minúscules i caràcters especials., c) Qualsevol; el més important és poder recordar-la., b) Aquella que té números; majúscules; minúscules i caràcters especials., Resposta: Una contrasenya robusta serà aquella que contengui una combinació de lletres; números; majúscules; minúscules i caràcters especials.
02) Què heu de fer si rebeu un correu que diu que el vostre compte ha pogut ser vulnerat i us demana renovar la contrasenya a través d'un enllaç?, a) Faig clic a l’enllaç i la canvi., b) Responc al correu amb les meves credencials preguntant si el meu compte ha estat afectat., c) No faig clic a l'enllaç i vaig al meu navegador preferit., c) No faig clic a l'enllaç i vaig al meu navegador preferit., Resposta: Per evitar ser víctimes d'un frau de phishing (suplantació d'identitat d'un servei); el més segur és no fer clic i teclejar directament l'URL legítima del servei des del navegador.
03) Cada quant de temps és recomanable canviar les teves contrasenyes?, a) Entre 3 i 6 mesos., b) Entre 3 i 6 mesos només les del banc i el correu., c) No cal; llevat que hagin estat vulnerades., a) Entre 3 i 6 mesos., Resposta: Encara que depèn de la criticitat del compte; és recomanable fer un canvi de contrasenyes cada 3-6 mesos.
04) Teniu riscos en utilitzar sempre la mateixa contrasenya?, a) No; els ciberdelinqüents no centren els seus atacs a les contrasenyes., b) Si; si se'n compromet un; la resta dels comptes poden ser piratejats., c) No; així no se m'oblida., b) Si; si se'n compromet un; la resta dels comptes poden ser piratejats., Resposta: Utilitzar una mateixa contrasenya per a diversos comptes és molt perillós. Un cop un compte sigui vulnerat; la resta podrien estar en perill per efecte dòmino.
05) Què pot passar si tens una contrasenya senzilla?, a) Res és més fàcil recordar-la., b) Res crític perquè tinc antivirus instal·lat i; a més; si algú l'endevina; no tinc res a amagar., c) De tot plegat. És com deixar una porta oberta perquè robin totes les teves dades., c) De tot plegat. És com deixar una porta oberta perquè robin totes les teves dades., Resposta: Una contrasenya simple i fàcil no suposa un repte per als ciberdelinqüents. Utilitzant determinats programaris; podrien desxifrar-la en qüestió de segons.
06) Quina de les contrasenyes següents consideres que és més segura?, a) 10002943, b) R3poster1A!, c) 123QWEasd, b) R3poster1A!, Resposta: La contrasenya és robusta; en incloure majúscules; minúscules; números i caràcters especials.
07) El millor per gestionar correctament les teves contrasenyes és:, a) Apuntar-les totes en una llibreta i guardar-la en un lloc segur., b) Utilitzar una o dues contrasenyes per a tots els nostres serveis., c) Utilitzar un gestor de contrasenyes., c) Utilitzar un gestor de contrasenyes., Resposta: Un gestor de contrasenyes ens facilitarà molt la feina a l'hora de crear contrasenyes robustes; actualitzar-les de tant en tant i gestionar una gran quantitat de comptes.
08) El ciberatac que realitza combinacions de lletres per esbrinar les nostres contrasenyes es coneix com:, a) Atac per força bruta., b) Spidering., c) Passwording., a) Atac per força bruta., Resposta: Els atacs per força bruta permeten als ciberdelinqüents obtenir les nostres contrasenyes a base de fer centenars de combinacions de lletres i números amb alguna màquina dissenyada amb aquesta finalitat.
09) Si per accedir als teus comptes; a més de la contrasenya necessites introduir una altra dada; com ara un codi rebut a través d'un SMS; parlam de:, a) Tokening., b) Verificació en dos passos., c) Multipassword., b) Verificació en dos passos., Resposta: Una capa extra per a la seguretat de les nostres credencials és la verificació en dos passos. En aquest procés; cal utilitzar un altre element a més de la nostra contrasenya per validar l'accés a un servei.
10) De les opcions següents; quina és la millor per començar a crear una contrasenya segura?, a) Una combinació llarga de números., b) Una combinació llarga de paraules i números., c) Una combinació de la nostra data d’aniversari., b) Una combinació llarga de paraules i números., Resposta: La millor opció és recórrer a una frase o combinació llarga de paraules i números; a la qual anar aplicant-ne d'altres com és alternar majúscules; minúscules; números i caràcters especials.
