11) Estàs tancant la compra d’un article a través d’una plataforma de compravenda. El venedor et demana fer una transferència a un banc estranger. És una transacció segura?, a) Sí; les transferències són el mètode de pagament més segur., b) Sí; sempre que el venedor m'enviï proves d'estar en possessió de l'article per WhatsApp., c) No; si hi hagués cap problema seria difícil recuperar els meus doblers., c) No; si hi hagués cap problema seria difícil recuperar els meus doblers., Resposta: El principal problema de fer una transferència a un banc estranger és que; en cas de resultar ser víctima d'un frau i voler recuperar els nostres doblers; seria complicat.\n
12) Quins aspectes comprovaries d’un lloc web per saber si és fiable?, a) Condicions de devolució i reemborsament., b) Quantitat d´ofertes i promocions., c) Nombre de visites., a) Condicions de devolució i reemborsament., Resposta: Si la botiga en línia no té un apartat per a les condicions de devolució i reemborsament; és sens dubte una botiga en línia fraudulenta.\n
13) Com podem assegurar-nos que la botiga en línia vetlla per la nostra privadesa i la seguretat de les nostres comunicacions?, a) Disposa d´un certificat digital i HTTPS., b) Disposa d´un certificat digital i HTTP., c) Té molts comentaris positius., a) Disposa d´un certificat digital i HTTPS., Resposta: El certificat digital i el protocol HTTPS ens asseguren que totes les comunicacions que fem dins del web estaran xifrades.\n
14) Trobes una oferta en una botiga en línia però aquesta no té apartat de termes i condicions. Hi confiaries?, a) Sí; encara que només en territori nacional., b) Sí; si disposa de xarxes socials., c) No; mai., c) No; mai., Resposta: Si una botiga en línia no té un apartat de termes i condicions; cal desconfiar.\n
15) Has trobat una oferta per a un producte que anaves cercant. Sembla que des de la web ofereixen diverses formes de pagament; però a l'últim pas només accepta targeta de crèdit. Què faries?, a) Utilitzar una targeta secundària., b) Contactar amb el venedor., c) Descartar la compra., c) Descartar la compra., Resposta: En aquests casos; és millors descartar la compra. Potser; utilitzant una targeta només per a compres en línia; correm menys riscos però potser mai arribem a rebre el producte. Davant del més mínim senyal de frau; el més segur és descartar la compra.\n
16) Quina de les següents recomanacions ens assegura una compra en línia segura?, a) No comprar en època de rebaixes., b) Utilitzar una targeta només per a compres en línia., c) Utilitzar només les promocions que ens arribin per correu electrònic., b) Utilitzar una targeta només per a compres en línia., Resposta: Si utilitzem una targeta exclusivament per a les nostres compres en línia; en cas de patir un frau; no perdrem més que les dades i/o els doblers emmagatzemats en aquesta targeta.\n
17) Algunes webs de compra en línia permeten emmagatzemar les dades de la targeta de crèdit. Quan podeu utilitzar aquesta opció?, a) Només si teniu HTTPS., b) Només si teniu certificat digital., c) Mai., c) Mai., Resposta: Encara que la web ens ofereixi la confiança que les nostres comunicacions no seran espiades; no és recomanable emmagatzemar aquest tipus de dades personals. No sabem si la seguretat del servei web pot arribar a ser vulnerada; i les nostres dades filtrades.\n
18) No sempre podeu avaluar la qualitat del producte d'una botiga online. Com podries identificar la fiabilitat d'una botiga en línia?, a) Qualitat de la descripció i imatges dels productes., b) Varietat de productes oferts., c) Presència de marques conegudes., a) Qualitat de la descripció i imatges dels productes., Resposta: Les botigues en línia fraudulentes solen incloure descripcions pobres sobre els seus productes; o imatges de mala qualitat o fins i tot robades d'altres webs.\n
19) Quins aspectes referents al preu d'un producte us han de fer sospitar en una botiga online?, a) Varietat de productes amb un preu igual o semblant., b) Preus anormalment baixos., c) Ambdues opcions., b) Preus anormalment baixos., Resposta: Una botiga en línia amb preus massa baixos i productes similars amb el mateix preu és candidata a ser un frau.\n
20) De les opcions següents; quina seria una opció de pagament segur?, a) Plataforma de pagament segur., b) Transferència bancària., c) Ambdues respostes són correctes., a) Plataforma de pagament segur., Resposta: Les plataformes de pagament actuen com a intermediàries per evitar que les nostres dades es filtrin; i ens ajudaran a l'hora de recuperar els nostres doblers en cas de frau.\n
