21) Com podem detectar si un perfil és fals en una xarxa social?, a) Comprovar les imatges del perfil a Google Imatges., b) Veure el nombre de seguidors i seguits., c) Ambdues opcions són correctes., c) Ambdues opcions són correctes., Resposta: Per detectar un perfil fals; podem analitzar el nombre de seguidors que té en relació amb els perfils que segueix; o comprovar si la seva imatge de perfil o la resta d'imatges publicades no siguin seves; mitjançant Google Imatges.\n
22) Després de molt d’esforç; has aconseguit treure't el carnet de conduir; així que decideixes pujar-ne una foto a les xarxes socials. És una bona idea?, a) Sí; quin perill tendrà?, b) Sí; si tenc configurada correctament les opcions de privadesa del meu compte., c) No. La publicació de dades sensibles a Internet mai no ho és., c) No. La publicació de dades sensibles a Internet mai no ho és., Resposta: Tot el que publicam a Internet romandrà publicat. Si compartim dades personals a les xarxes socials; correm el risc que tercers se'n facin amb elles per a usos delictius; com la suplantació d'identitat.\n
23) Has vist un mem (meme) a Internet que pot ser ofensiu per a alguns col·lectius; però decideixes publicar-ho igualment. Creus que les teves publicacions et poden afectar negativament en el futur?, a) Sí; si es tracta de contingut ofensiu o que afecta la meva identitat digital., b) Sí; però només si public informació personal., c) No; és el meu mur i puc publicar allò que vulgui., a) Sí; si es tracta de contingut ofensiu o que afecta la meva identitat digital., Resposta: Publicar continguts que puguin ser ofensius a qualsevol xarxa social pot tenir conseqüències negatives per a la teva identitat digital.\n
24) La tècnica utilitzada pels ciberdelinqüents basades en l'engany i la manipulació per aconseguir les nostres dades; es coneix com:, a) Phishing., b) Enginyeria social., c) e-Fraus., b) Enginyeria social., Resposta: L'enginyeria social es basa en l'engany i la manipulació per aconseguir que els usuaris fem allò que ens demanen els ciberdelinqüents; com per exemple; que donem les nostres dades personals.\n
25) Les teves aportacions; publicacions; comentaris i gustos a Internet conformen la imatge que els altres tenen de tu a la xarxa. Com es coneix aquest concepte?, a) Egosurfing., b) Identitat digital., c) e-Reputació., b) Identitat digital., Resposta: La identitat digital és la imatge que projectes sobre tu a la xarxa; és a dir; com et veuen i perceben la resta d'usuaris.\n
26) Un amic comparteix una notícia explosiva sobre un suposat cas de corrupció en una gran multinacional en què diversos famosos hi estan implicats. Què fas?, a) Contrast la notícia cercant informació sobre el tema en altres mitjans., b) Com que confi totalment en la persona que m'ho envia; comparteix la notícia., c) La comparteix ràpidament entre els meus contactes. Que tothom s'assabenti!, a) Contrast la notícia cercant informació sobre el tema en altres mitjans., Resposta: Una bona pràctica per combatre les boles i les fake news és contrastar la informació; cercant en fonts d'informació fiables i amb bona reputació.\n
27) Un rumor a la xarxa que no té cap base ni està recolzat en cap font fiable rep el nom de:, a) Cadena., b) Hoax., c) Phishing., b) Hoax., Resposta: El terme Hoax o bola; fa referència a qualsevol rumor que circula per la xarxa infundat.\n
28) Quan crees un compte en una xarxa social; què és el primer que hauries de fer?, a) No publicar ni utilitzar cap foto personal., b) Afegir als meus familiars i amics més íntims., c) Configurar la seguretat i la privadesa del meu perfil., c) Configurar la seguretat i la privadesa del meu perfil., Resposta: En crear-nos un compte a qualsevol xarxa social; el primer pas sempre ha de ser configurar degudament les opcions de seguretat i privadesa.\n
29) Quina de les opcions següents et pot ajudar a identificar una notícia falsa (fake new)?, a) Analitzar el nombre de likes de la notícia., b) Comprovar la notícia en altres fonts d'informació., c) Ambdues opcions són correctes., b) Comprovar la notícia en altres fonts d'informació., Resposta: Si una notícia et fa mala espina i no t'acabes de fiar; el millor serà contrastar-la amb altres fonts d'informació per veure si és certa o no.\n
30) Cercar informació sobre nosaltres a Internet serveix per detectar perfils falsos amb les nostres dades. Com es diu aquesta cerca?, a) Egosurfing., b) Autophishing., c) Grooming., a) Egosurfing., Resposta: L'egosurfing és una pràctica molt útil per veure què es diu sobre nosaltres a la xarxa i per detectar perfils falsos amb la nostra informació.\n
