51) Un dels teus contactes t'ha compartit una notícia sobre una cura per a una malaltia molt contagiosa. Com comprovaries si és una notícia real?, a) Analitzar els likes de la notícia., b) Revisar si la URL té HTTPS., c) Cercar la font i contrastar., c) Cercar la font i contrastar., Resposta: Internet és ple de boles i notícies falses. Per combatre la desinformació; és recomanable contrastar la informació amb altres fonts.\n
52) T'ha arribat un SMS sobre una ajuda econòmica de 350€. Només cal accedir a un link i emplenar un formulari. Què fas?, a) Investig sobre l'ajuda a Internet., b) Accedeix; ja que per SMS no hi ha risc., c) Copi l'enllaç i accedeix des de mode incògnit., a) Investig sobre l'ajuda a Internet., Resposta: Els ciberdelinqüents poden utilitzar aquests formularis per fer-se amb la nostra informació més personal. Per evitar-ho; recorda contrastar i investigar la informació del missatge amb altres fonts i passar el cursor pel link per assegurar-te que et redirigeix a un lloc legítim.\n
53) Has rebut un correu on un desconegut afirma tenir material íntim sobre tu. Et demana fer un pagament a canvi de no difondre'l. Què hauries de fer?, a) Ignorar el missatge., b) I si és veritat? Pagues per evitar problemes., c) Desconfies. Li demanes una prova primer., a) Ignorar el missatge., Resposta: Aquest tipus d'atac es coneix com a sextorsió. Intenten espantar-nos dient que tenen material compromès sobre nosaltres perquè realitzem un pagament a canvi de suposadament no difondre'l.\n
54) Davant d'un frau on acaben suplantant la teva identitat; has d'exercir els drets ARCO. Què signifiquen les sigles? Què hauries de fer?, a) Accés; Rectificació; Comprovació i Oposició., b) Accés; Rectificació; Cancel·lació i Oposició., c) Afirmació; Rectificació; Comprovació i Oposició, b) Accés; Rectificació; Cancel·lació i Oposició., Resposta: Els drets ARCO fan referència al dret d'accés; rectificació; cancel·lació i oposició que tenim en relació amb l'ús que es fa de les nostres dades.\n
55) Reps un SMS de la teva companyia de telèfon informant-te d'un error a la teva última factura. Et demanen que facis clic en un enllaç; però en entrar i descarregar l’arxiu; es tractava d’un malware. Com es coneix aquest frau?, a) Grooming., b) Baitering., c) Smishing., c) Smishing., Resposta: Aquest tipus de ciberatac es coneix com smishing; utilitzen els SMS per enganyar-nos i fer que ens descarreguem malware o que fem clic a webs malicioses.\n
56) Quins factors t'haurien de fer desconfiar en tractar amb un venedor d'una web de compravenda en línia?, a) Volen utilitzar la plataforma de pagament de la web., b) Volen seguir la comunicació per WhatsApp., c) Té diversos mesos d'antiguitat a la web amb moltes valoracions., b) Volen seguir la comunicació per WhatsApp., Resposta: Si un venedor intenta utilitzar un altre canal de comunicació o forma de pagament diferent del de la web; podria ser un frau; és una pràctica molt habitual utilitzada entre els ciberdelinqüents.\n
57) Acaba d'arribar-te una oferta de feina molt interessant. No obstant; alguna cosa et fa mala olor. Quina de les opcions següents seria un indici de frau?, a) Demana contactar amb un número de tarifació especial., b) Demana doblers com a despeses d'administració per avançat., c) Ambdues opcions., c) Ambdues opcions., Resposta: Aquelles ofertes de feina que demanen trucar a un telèfon de tarifació especial o sol·liciten uns doblers per avançat són candidates a tractar-se d'un frau.\n
58) Heu rebut una trucada d'un suposat suport tècnic. Després de seguir els passos indicats; t'adones que s'ha pogut tractar d'un frau. Què hauries de fer?, a) Canviar les contrasenyes de tots els comptes., b) Desinstal·lar les apps que hagin instal·lat al teu equip., c) Ambdues opcions són correctes., Resposta: Si creiem que és víctima d'un possible frau d'aquest tipus; el més important és deshabilitar qualsevol canvi a la nostra configuració; desinstal·lar qualsevol app i canviar les contrasenyes dels nostres equips. Una anàlisi amb el nostre antivirus també seria recomanable.\n
59) És hora de canviar de casa i estàs mirant lloguers per la teva zona. Quina de les opcions següents no us ajudarà a evitar fraus?, a) Comprovar les adreces a Google Maps ., b) Revisar les descripcions i imatges a la recerca de fallides o dobles., c) Desconfiar de les agències., c) Desconfiar de les agències., Resposta: La clau per detectar possibles fraus als lloguers és revisar detingudament les descripcions i imatges. A més; convé utilitzar Google Maps i Google Imatges per comprovar que l'adreça i les fotografies utilitzades són reals.\n
60) Acabes de rebre un correu de la teva Marketplace preferida on t'avisen d'una promoció per la qual et regalen 50€. Només heu d'accedir a l'enllaç per obtenir el codi. Què has de fer?, a) Accedir a l'enllaç i reclamar-ne el codi., b) Passar el cursor sobre l’enllaç per veure si dirigeix a la web original., c) Copiar l'enllaç i accedir-hi des de manera incògnita., b) Passar el cursor sobre l’enllaç per veure si dirigeix a la web original., Resposta: Per evitar acabar sent víctima d'un frau; recorda passar el cursor per sobre per veure la web real a què et redirigeix.\n
